scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
97675d8973164a4c.pkl,10.848,25.147,17.998
dc06217c2c5febd2.pkl,4.961,9.515,7.238
2ffe7e6ee9a11365.pkl,5.447,4.599,5.023
150b0a5ebd705295.pkl,11.425,7.841,9.633
cc998df597d3a83a.pkl,15.478,41.986,28.732
33ee5b3ae47d83a6.pkl,4.018,12.522,8.27
41169aaa6b33c8b3.pkl,3.128,18.358,10.743
7c2ac0edb01fdf43.pkl,5.977,4.033,5.005
df6ad1d9041d0d0e.pkl,7.995,25.003,16.499
10ba0983550d4272.pkl,2.957,5.591,4.274
df116eabd553ee2.pkl,11.801,29.264,20.532
62365bd6622da3d4.pkl,7.258,19.439,13.348
cb19c53ee23bb9b3.pkl,17.966,58.29,38.128
1b8d98ce4b091699.pkl,3.513,3.522,3.518
c7d8ed13ced22607.pkl,15.031,4.222,9.627
711541019f867240.pkl,9.397,31.382,20.389
9fa2b9a036942168.pkl,3.103,9.384,6.243
a86fd897dc45fccf.pkl,10.443,29.609,20.026
2c73e6e0060bee74.pkl,1.82,2.326,2.073
bfa310a42afef357.pkl,16.677,5.144,10.91
4650b5ba8eea3949.pkl,10.865,43.8,27.332
344538f8e3fc6cf.pkl,7.984,20.51,14.247
657eff3148e3b5b7.pkl,7.859,57.784,32.822
7ef16bdadc4834ba.pkl,8.675,7.686,8.181
30c23ee1c55511b2.pkl,6.661,10.32,8.49
8c728cf47dd24d47.pkl,3.218,12.295,7.757
123c5aac445b1b0.pkl,13.084,21.929,17.507
af79a4da5c2f73c8.pkl,18.313,47.42,32.866
8af3a2f0bff07ee9.pkl,3.005,3.654,3.329
42dc084a9b63fd52.pkl,4.912,5.938,5.425
c096c874d2eb99dd.pkl,3.358,7.709,5.534
60d3ec0287bfb5cd.pkl,6.205,8.433,7.319
96a495917a7aaf81.pkl,12.995,36.093,24.544
4182f17d351b41e4.pkl,3.217,3.826,3.521
964dbcc65cf0f84c.pkl,7.166,36.339,21.753
130dd8e25ebc3cd9.pkl,9.082,48.299,28.69
b073165c38d2bd2b.pkl,10.422,41.252,25.837
1d72a53012f913b5.pkl,2.09,6.35,4.22
3f3c41c27fffdede.pkl,4.426,7.364,5.895
adeee4426c194bcc.pkl,3.984,24.542,14.263
3125c9c2f37de4d3.pkl,7.701,62.5,35.1
ac2df82cc48e0916.pkl,5.43,5.087,5.258
9ea217d9f6167b7e.pkl,7.771,9.066,8.418
f60e548723e7ec5a.pkl,8.54,42.778,25.659
59aaac393ac072a8.pkl,13.333,25.858,19.596
2583d778859394eb.pkl,21.062,16.725,18.893
c31e54323f671459.pkl,15.284,38.542,26.913
28a53eb23b50a885.pkl,3.69,5.405,4.547
8f889ce754271343.pkl,1.624,5.698,3.661
6c4e3474e260a343.pkl,4.97,4.903,4.937
329b16f6164b07a1.pkl,13.089,14.033,13.561
9f56ec8ee52cd960.pkl,3.562,15.914,9.738
66bc8aa9cd6c62a2.pkl,7.714,10.121,8.917
289968c0e62037d3.pkl,14.84,30.476,22.658
bc9511b8ce0ced61.pkl,8.937,34.499,21.718
bd6e6d8d0a4db176.pkl,7.255,6.829,7.042
1dc9e059ec4465c3.pkl,3.366,1.278,2.322
8568fb2a998fe16.pkl,4.673,16.868,10.771
77857df3cefd06ac.pkl,16.891,64.831,40.861
3ac741695aa2c25e.pkl,3.253,4.181,3.717
adcc0cf659bfa356.pkl,9.061,25.412,17.236
6eefef9af7db4577.pkl,3.611,0.0,1.806
98e5b7704e9edc6f.pkl,6.12,16.119,11.12
42f9ebb23dff5749.pkl,8.277,50.232,29.254
4131aea2af4a094b.pkl,13.073,59.511,36.292
88e72e56a72cf645.pkl,8.029,26.049,17.039
5079550923c2ae58.pkl,2.097,4.994,3.546
16888f3b6194dcf0.pkl,15.798,33.358,24.578
ba50b3f55cb440e3.pkl,14.705,62.143,38.424
6869be90c8da1798.pkl,3.211,33.314,18.263
43f5c9b845affef9.pkl,3.984,9.606,6.795
91c14aab8944e4e7.pkl,12.839,62.148,37.494
c5c2f22b9d6a5e8c.pkl,19.764,38.924,29.344
d93707ee2b5af470.pkl,7.457,14.179,10.818
6d894237c1b102b2.pkl,1.436,1.659,1.547
34de3a442cbedced.pkl,17.62,102.862,60.241
d216cbf5d9ed7886.pkl,15.421,49.494,32.458
60f66c778d707227.pkl,10.572,26.762,18.667
e8b8e9553ef359c8.pkl,4.053,13.259,8.656
2579b70a7a553f59.pkl,21.096,4.8,12.948
a38fb13e3d5e1de9.pkl,14.136,41.09,27.613
59758552ef52b561.pkl,6.436,18.529,12.482
f69eee38cf19eb24.pkl,5.727,16.888,11.308
ced3e8cbf420eddb.pkl,15.169,12.353,13.761
b449a31e932cca6e.pkl,14.355,21.707,18.031
a62636bd4e20cee4.pkl,13.171,78.474,45.822
5ee716076560e6cb.pkl,1.623,5.173,3.398
b0961abde45512f2.pkl,11.636,27.331,19.483
295b4fb287b96b42.pkl,11.192,19.356,15.274
f1e8eee01d354d86.pkl,1.771,9.193,5.482
ff1aaedb46b4b9a8.pkl,8.11,16.133,12.122
c8d882323d0be94d.pkl,12.221,28.353,20.287
6fec58f545d1bc25.pkl,2.775,10.259,6.517
87902a398ded6ab3.pkl,18.822,73.841,46.332
e8a5843acc390c46.pkl,4.231,11.074,7.652
aeb7839f453dfbed.pkl,9.319,27.843,18.581
cc52780fe2484d0d.pkl,12.7,24.032,18.366
3559eefbecb7fb87.pkl,6.461,11.59,9.026
4c4a5fadbb3e95e9.pkl,4.657,15.212,9.935
273ba5a7d11fefc9.pkl,15.061,5.804,10.433
8169e912a692a157.pkl,5.773,25.661,15.717
f542d2ffbba887cb.pkl,8.231,37.394,22.812
e36d3892075b60be.pkl,6.599,12.55,9.575
c360e2a7067e7b4.pkl,16.454,20.403,18.428
a4627516498ba8e7.pkl,9.069,32.912,20.991
b93d141d830a2b89.pkl,15.963,34.862,25.413
88ab0a5ff9bc2432.pkl,9.141,18.925,14.033
a81ce7d5bcc4e954.pkl,17.334,32.621,24.978
505a26db42db9b89.pkl,10.846,40.102,25.474
60ad0e25960c6604.pkl,11.358,26.561,18.96
ac0ce2701605c4e0.pkl,11.083,14.808,12.945
7e9261d615cd0e0.pkl,2.943,6.092,4.518
2618ed278d5f4796.pkl,10.121,14.754,12.438
e226db48de84973b.pkl,16.18,23.804,19.992
ac12ef11918c6998.pkl,9.79,46.816,28.303
5146d2719b18ef88.pkl,2.772,0.564,1.668
21c178b92e3ef34.pkl,3.716,18.483,11.099
bb864c466c045b04.pkl,11.86,36.117,23.989
32a644cfcf29c95d.pkl,8.154,14.735,11.444
4d93efb001022acc.pkl,4.142,14.624,9.383
a45824040996ec57.pkl,21.654,22.392,22.023
a9d6cb426410c07e.pkl,9.029,17.265,13.147
24f07bcf043fb6b7.pkl,2.611,1.084,1.848
538bd49d7288b5e9.pkl,11.175,103.078,57.127
afaaaea11121c619.pkl,14.16,29.414,21.787
939b128a3fbbcc22.pkl,9.897,23.461,16.679
3177e8af7b8b0c98.pkl,18.786,21.758,20.272
3c9d85dfedc8b429.pkl,2.066,9.766,5.916
394a75089673ce23.pkl,19.009,42.965,30.987
99002dcc9a9c6397.pkl,15.138,79.669,47.404
b1bb583d96b7d2.pkl,7.177,31.521,19.349
bb0d7a1ae5d8abf5.pkl,7.71,28.436,18.073
b99acccb9bf3c693.pkl,7.86,33.196,20.528
e3a7d52aa0ba2a9d.pkl,24.38,116.053,70.217
f207b8131411e5d1.pkl,12.584,55.324,33.954
651ff618011c202.pkl,6.011,7.208,6.609
5dc244b4d2aeca0f.pkl,3.655,0.0,1.828
fac2bd2ad2e72aa2.pkl,9.561,65.423,37.492
89d794dd0f8ed0a8.pkl,8.621,23.285,15.953
f05225d5bee56706.pkl,4.241,11.88,8.06
43955253ce0dc316.pkl,3.499,2.955,3.227
f6d67401023ec6f6.pkl,19.038,59.083,39.06
9487930150d587c3.pkl,2.136,8.53,5.333
992ca5e112512134.pkl,12.938,57.228,35.083
1bd6fc5ad344c48c.pkl,11.671,17.864,14.767
2000687eafb71f9.pkl,14.166,52.771,33.468
cbe0937378626828.pkl,13.141,9.17,11.156
de0c4b6a5ddd79f3.pkl,5.811,13.877,9.844
a11fd6ced70080ae.pkl,2.09,13.498,7.794
65ac7c1b6b120307.pkl,17.006,97.254,57.13
a7896b9ae3e850c6.pkl,3.005,7.013,5.009
76dde52a9c2742f0.pkl,9.299,40.59,24.945
6538906d96a81dac.pkl,13.157,29.939,21.548
c82e1da084b3e5b6.pkl,5.415,8.415,6.915
4dde8a7f55f5560f.pkl,4.428,18.941,11.684
73a7440d251c859b.pkl,13.512,19.187,16.349
7fa1a2f0de33e41f.pkl,1.924,6.904,4.414
615f1403cbfccb29.pkl,21.685,32.769,27.227
89d454c6f6930d30.pkl,3.114,5.598,4.356
daa712750d673969.pkl,15.894,26.177,21.036
95451d04b8abea30.pkl,11.488,59.464,35.476
c403710532395a31.pkl,9.118,26.583,17.851
93155c2533919b0e.pkl,6.057,20.198,13.127
2f790207e8eb1ee3.pkl,5.8,3.439,4.62
72a00d809eacb024.pkl,22.887,34.477,28.682
619b8e9c6744bfa.pkl,7.736,6.291,7.013
205890ad23524958.pkl,4.11,6.525,5.317
ae7abc1803c932e0.pkl,9.548,50.819,30.184
d0606bbf75a0cf32.pkl,10.426,26.336,18.381
6eefbd27f6345d70.pkl,4.884,12.162,8.523
5b65bbf13a85d939.pkl,2.385,1.383,1.884
bd02bb7ee517b3ec.pkl,14.654,37.147,25.9
9b52ebee65ba60df.pkl,8.143,10.171,9.157
cbcd2e32ab954d97.pkl,13.962,65.764,39.863
add4fbbcc9c9684d.pkl,3.545,8.287,5.916
1ce57e4a39e8063d.pkl,2.101,11.523,6.812
3ca79560889a7eb3.pkl,4.163,6.331,5.247
9c908310d96888b3.pkl,3.386,15.429,9.407
e3651902becef118.pkl,9.645,38.999,24.322
2490fe9ee7e70c0b.pkl,7.448,27.01,17.229
1ad388a63e5a5b3.pkl,2.249,0.908,1.578
5671ef7b17ccc60.pkl,5.767,13.088,9.428
d16853e5d46fdd1a.pkl,8.372,21.349,14.861
d4c495fbc73c368d.pkl,13.047,46.472,29.759
de8b8f61793fca09.pkl,4.097,9.486,6.791
ab904f92f3c15c1c.pkl,5.437,7.319,6.378
88b711986260da26.pkl,5.451,10.79,8.121
dd18dd7b4c40ac60.pkl,2.14,4.205,3.172
8a2e0f6a7e60acaf.pkl,4.875,8.815,6.845
83c6150226309bf7.pkl,6.704,6.641,6.672
296710bb3044cdf2.pkl,14.203,30.494,22.349
5f90e496abfb6206.pkl,4.827,4.771,4.799
d457146e894c2d56.pkl,12.534,43.437,27.986
edc38ed143bd5d4.pkl,4.75,47.623,26.187
4fd4eeed8e7f3891.pkl,3.861,3.125,3.493
55ec76b55dd08d92.pkl,3.948,18.307,11.128
548337a2bdcc526f.pkl,3.851,6.952,5.402
2f898c263e615130.pkl,6.899,7.86,7.379
638c08dc87810eae.pkl,4.561,9.605,7.083
7e4d17f1f0a19563.pkl,6.239,7.682,6.96
77479733dbd2143e.pkl,4.247,18.673,11.46
5d6bb9f9b00fd087.pkl,1.938,10.137,6.037
124d7b05e25163c1.pkl,11.184,47.325,29.254
30bfe959903b9215.pkl,3.22,18.998,11.109
8bfb0817ca733359.pkl,3.495,13.936,8.715
4f85cb7a6c02fd8f.pkl,2.702,11.379,7.04
1c2f08158e1ee49.pkl,3.508,0.643,2.075
db3d14e492a9edf0.pkl,15.239,99.994,57.617
bf047939f6a2f99e.pkl,10.469,4.669,7.569
eb6ae2a295e7483a.pkl,19.264,64.497,41.88
27f8d5a1b52ea134.pkl,6.234,6.569,6.401
c79f1ce17461abb.pkl,4.675,9.066,6.87
4c999b57a3d66b69.pkl,7.658,13.252,10.455
f5acc07f4a203c0d.pkl,2.559,4.397,3.478
da403d8cb9eafc44.pkl,6.786,20.652,13.719
261123bf98b9c41b.pkl,3.007,8.502,5.755
7df4e2e32aa09b2b.pkl,4.145,3.41,3.777
20b4d0fe03652f9.pkl,6.966,7.323,7.145
c45d897a7f1040e1.pkl,16.733,76.828,46.78
7eb2ffdc5fe0a653.pkl,27.313,12.869,20.091
3011b50a3383166b.pkl,13.168,108.243,60.706
aa84725ef121d487.pkl,8.87,52.007,30.439
de793a38115f0a94.pkl,8.604,30.892,19.748
5147e5f57d60b452.pkl,6.505,11.296,8.901
ef5f57f9e54e5cc6.pkl,17.744,21.198,19.471
a73b105948ee6f0e.pkl,8.423,41.211,24.817
4db7643008c5ca92.pkl,7.162,12.991,10.077
158d7addd7cce4e4.pkl,5.136,34.358,19.747
666b9d90e3ef4282.pkl,12.968,51.899,32.433
deefad20fafde642.pkl,10.319,38.995,24.657
53cd794dda1f8cb6.pkl,1.999,3.78,2.889
61db902701bf8730.pkl,9.707,60.631,35.169
92a5fd17b09aa191.pkl,7.586,16.323,11.954
182dfffefecdaac0.pkl,6.437,8.39,7.414
a88fd60cdf7e80a.pkl,7.072,6.891,6.982
c4e0273fd7fc6da1.pkl,2.143,15.951,9.047
801df5080aa0ea52.pkl,9.201,33.116,21.158
c4eac03091b7de65.pkl,11.681,17.501,14.591
9732dbcbaa9f9118.pkl,9.552,77.002,43.277
edb56a3f204ecafe.pkl,14.37,100.013,57.192
d4b66b0d9c5ea3c5.pkl,7.33,30.108,18.719
28e8303572721ad4.pkl,3.374,2.55,2.962
1c461251818f6392.pkl,5.584,5.747,5.666
28fe360951cf98d6.pkl,4.311,0.975,2.643
b302635512ded458.pkl,5.831,23.419,14.625
c00d56e10cf638dd.pkl,9.233,14.807,12.02
cf6213460bd28b77.pkl,18.256,53.903,36.08
8c78c5006b270daa.pkl,7.903,7.553,7.728
6c47fa718d74cef1.pkl,1.995,0.207,1.101
4f11338e232324b8.pkl,2.268,1.482,1.875
5eeb83a3669daafd.pkl,3.157,0.892,2.024
627cbb7dcb47fa61.pkl,13.467,10.38,11.924
d5222adc41d837fb.pkl,12.983,42.657,27.82
5277ff321a09ceca.pkl,19.041,42.695,30.868
ae361ff04061ce6e.pkl,3.532,5.767,4.649
656974d4786e5f9c.pkl,11.775,37.588,24.682
becae453a53d065c.pkl,5.958,27.924,16.941
ef85eea76b47df01.pkl,3.921,9.848,6.884
f8c377e618016b91.pkl,11.055,15.651,13.353
c2edd9d9620bfb24.pkl,6.93,20.185,13.558
cc660e65fb686e0a.pkl,8.092,12.416,10.254
492472b14b5c2dbf.pkl,8.381,30.886,19.633
4ce01160fd396c86.pkl,2.22,9.076,5.648
60c411f244db6714.pkl,4.397,13.541,8.969
c2fbec097f57e3c5.pkl,8.842,8.462,8.652
90819d668caf814f.pkl,10.397,19.986,15.192
cdf693526d0c9720.pkl,12.237,22.795,17.516
75facab7d27dba73.pkl,16.972,7.491,12.231
adeea9b546f1d092.pkl,27.212,47.212,37.212
56d61a7494afcfc2.pkl,15.457,62.027,38.742
2ec81d8c37380d77.pkl,3.069,4.956,4.012
bb1294ef8c0f1ff0.pkl,11.882,93.126,52.504
e8fc64e003ba7a85.pkl,11.261,49.45,30.356
d5ee96c397692eb9.pkl,6.5,19.089,12.794
8fd2dfa127b7d76d.pkl,10.418,11.684,11.051
70840aa717d4af2b.pkl,16.458,39.824,28.141
e567b1ba4e48cead.pkl,31.425,16.911,24.168
c485210b41e3b11e.pkl,6.699,10.249,8.474
37f798682987107a.pkl,6.099,19.302,12.7
c00ec02f27564a63.pkl,7.818,9.99,8.904
11c439e76152f2c6.pkl,1.551,1.658,1.605
e6bb161003c7933e.pkl,15.524,44.491,30.008
73e9257b19ab5b0f.pkl,16.293,46.477,31.385
84d029815459c0c4.pkl,12.212,34.876,23.544
703f8695f61410be.pkl,5.05,10.962,8.006
437ff64c05e1c843.pkl,3.553,2.998,3.276
dfcd99410aa8655b.pkl,13.945,25.032,19.489
e61733b1b10f0cf5.pkl,16.555,58.309,37.432
cab63d7dd3ef6812.pkl,14.343,29.123,21.733
e84ad3cff3b30d1a.pkl,6.508,18.316,12.412
940e1266fe911a3.pkl,10.609,28.733,19.671
e64f0f5fd68e3f7f.pkl,13.156,162.698,87.927
d0245e9d61180513.pkl,15.329,43.114,29.221
b2af74ee4289c6f6.pkl,11.887,37.077,24.482
f7f761d38ab41fd0.pkl,12.552,82.948,47.75
5a75d14e46c40831.pkl,17.669,19.318,18.493
ec90286bc4fa5d20.pkl,9.002,5.989,7.495
7c3fd55e0bf36181.pkl,1.479,5.668,3.573
775331e7462d6c06.pkl,7.315,3.058,5.187
8c83e925dba280f1.pkl,7.205,7.774,7.489
2f88dee77fffd586.pkl,1.352,8.763,5.058
b9927cccfc964e82.pkl,5.308,12.262,8.785
bc9cf21421d8a464.pkl,8.301,53.342,30.821
87777f27f987072e.pkl,9.16,31.796,20.478
8537907bb0c22d15.pkl,6.704,1.208,3.956
a003e0ed5817cf05.pkl,9.182,37.513,23.348
697ace898831b042.pkl,9.771,43.577,26.674
142fcb1b3099738f.pkl,6.32,7.936,7.128
1c6f4fef8c148048.pkl,5.832,2.267,4.049
8e13b6fae3ebd374.pkl,2.62,6.956,4.788
4b4f2aea4b14c07a.pkl,6.854,4.937,5.895
785e20d9743ba0ff.pkl,1.69,4.176,2.933
76f13a333c248948.pkl,37.327,29.458,33.393
589bfb0b5638de11.pkl,12.396,21.849,17.123
924fe77e95d8dd38.pkl,10.385,17.955,14.17
14f8c6591fc0c064.pkl,9.698,16.729,13.213
d8a09a43bf791b7.pkl,9.774,9.326,9.55
5cb5fe26bc238242.pkl,3.994,16.093,10.044
564450a82e1dcb85.pkl,17.314,16.275,16.795
93bfe5b447b3d797.pkl,11.469,98.227,54.848
77d2c6e433dd01d5.pkl,10.787,33.945,22.366
6a1cec7dc4c79cf.pkl,7.557,7.297,7.427
1b20914ea0bc28bd.pkl,7.025,0.291,3.658
75767efb1e528eca.pkl,3.439,24.236,13.838
c75b69a1829b2847.pkl,7.874,8.676,8.275
614cece8d3559aae.pkl,13.395,38.887,26.141
68f49e40bd24b193.pkl,6.853,21.066,13.959
c890462a0a1b746a.pkl,11.937,25.38,18.658
1c7855c6c93ec184.pkl,4.351,2.197,3.274
1956a89ce06550ac.pkl,9.824,26.395,18.109
34fa76526486a2c8.pkl,16.768,58.476,37.622
c42d9fe427333432.pkl,7.512,50.87,29.191
e017de64bfcdba4a.pkl,12.692,37.296,24.994
d6e36122faca03eb.pkl,14.189,20.785,17.487
6525e210c07d8a6b.pkl,8.901,20.181,14.541
7e493faac8040f8e.pkl,5.93,10.637,8.284
8f6d0993c99480d2.pkl,4.311,2.244,3.277
bd1f41320e936715.pkl,4.04,9.823,6.931
b5dfb7b0dde48b14.pkl,14.25,22.818,18.534
ab6a07f5a7cfbee2.pkl,9.429,4.932,7.181
7acb73426622e43a.pkl,2.922,5.934,4.428
ac0bc995fa9334f7.pkl,12.562,25.75,19.156
990cadbc481de3be.pkl,2.436,36.129,19.283
2b9c11a56090b42e.pkl,4.572,1.488,3.03
ea5f6282b9a64520.pkl,14.037,53.583,33.81
eb1dd3edf57c0c7a.pkl,9.119,40.634,24.877
f00bf1e264e56d4e.pkl,6.398,15.435,10.916
b61e19aed6a2c4cd.pkl,11.522,26.619,19.071
96d7e2a8c87de198.pkl,13.034,60.286,36.66
8a23c80e7fb507ce.pkl,8.192,14.052,11.122
79bb012c0364f4e4.pkl,5.143,8.541,6.842
3114ab9be896dfb0.pkl,10.717,46.779,28.748
fa1bf63ac038e226.pkl,6.355,29.225,17.79
877f79be88987865.pkl,16.404,29.352,22.878
14320f7f1619fd64.pkl,11.686,42.095,26.89
d85a84a57e0a6bc0.pkl,16.062,31.673,23.868
22a1b47d6bced3de.pkl,2.041,7.242,4.641
bae8ae1c5474dd2f.pkl,5.439,11.242,8.34
f530cc2efac269d6.pkl,2.889,21.466,12.177
6f256d866e1f4881.pkl,2.521,10.213,6.367
7b431d5e18594c4.pkl,3.373,4.438,3.905
63ae5327821dff89.pkl,16.121,57.423,36.772
fc58065ca810866f.pkl,11.574,35.668,23.621
6a323b61488acced.pkl,4.288,9.071,6.68
e09e1969e1c1bc7c.pkl,9.284,42.237,25.76
aa93e09016507a79.pkl,21.81,30.343,26.076
f1d2eec9262ebdc1.pkl,8.866,41.605,25.236
632b7aa4af6395e.pkl,7.151,7.715,7.433
dd01e99255a2ddb9.pkl,2.381,5.369,3.875
b5b04f3a6f94d3d1.pkl,3.35,12.088,7.719
f16b9b44233f57a1.pkl,11.06,37.925,24.493
db108e1464911775.pkl,8.635,12.673,10.654
24c2c38262da6ee3.pkl,5.046,4.901,4.973
c1bc801b48a83101.pkl,9.278,26.415,17.846
9bfb256b8bd5ad0.pkl,4.915,4.872,4.894
3ac311040d7c8945.pkl,3.855,11.463,7.659
4424925c70edb597.pkl,17.195,87.022,52.108
dca33be535bc05a7.pkl,8.138,28.283,18.21
e34892568f6a923e.pkl,18.381,40.559,29.47
6bb60be36a215e0a.pkl,4.687,15.847,10.267
f803b36b52b16c4a.pkl,2.576,10.18,6.378
270612aa829b84b1.pkl,20.416,26.43,23.423
44da0ee156a8305c.pkl,7.179,5.49,6.334
183dee6f7ca2b913.pkl,9.247,17.289,13.268
d5bd493e87548993.pkl,5.688,16.612,11.15
413153a87ed898c5.pkl,4.023,5.464,4.743
949f5f1d7cd0cb8f.pkl,5.919,10.735,8.327
2668695fc67fb68e.pkl,3.862,3.685,3.773
e055f7c7f318d362.pkl,5.833,26.695,16.264
279c688dff195231.pkl,10.273,49.557,29.915
e742c99f8bc481a0.pkl,11.624,65.336,38.48
b5cb68b43d004c03.pkl,10.214,39.318,24.766
413de46d6af399f4.pkl,9.857,23.453,16.655
dfbf9c02780e7eff.pkl,4.186,8.396,6.291
44177fe9354715a3.pkl,17.22,16.466,16.843
5e7c28299ab4429f.pkl,4.433,12.343,8.388
93596b4d689d3568.pkl,9.691,20.255,14.973
31ca232f4e485d14.pkl,2.558,11.691,7.124
7a22c37485a661a9.pkl,2.781,12.313,7.547
4190b776bb63152a.pkl,5.287,21.314,13.301
c8d8a069273baf22.pkl,8.727,59.291,34.009
5f22206096393716.pkl,3.17,8.106,5.638
404fdcbb3035d5fb.pkl,6.994,27.629,17.312
71e25a1b5c29e4e2.pkl,12.485,41.775,27.13
5f4553bce1f805.pkl,3.916,10.915,7.415
23759f67986f725d.pkl,8.616,14.977,11.796
5663e3abb6e13d00.pkl,8.454,29.361,18.908
beae912ed511d278.pkl,14.872,37.674,26.273
94a07dbc886d0e47.pkl,8.87,10.412,9.641
4d7cd876bd31aa08.pkl,4.947,15.132,10.04
d4cf8ff9573b3e33.pkl,2.039,11.148,6.593
8223e3b8a5fc458c.pkl,8.036,17.348,12.692
b03959cdb5dcb5e8.pkl,9.797,49.742,29.77
e38fecc531eeb80d.pkl,12.548,10.04,11.294
bb7d1a967e1122df.pkl,7.669,12.111,9.89
a9d3f4a85574ccbc.pkl,8.907,18.942,13.924
11fca0c385f2506f.pkl,2.921,5.198,4.06
e16db73ecff287a.pkl,10.201,22.996,16.598
1d9b8e390bed186f.pkl,3.397,6.619,5.008
88fbce04145b2657.pkl,8.158,16.033,12.095
4d69e926678c4712.pkl,5.4,12.102,8.751
9f1ace359effc7cf.pkl,5.627,13.755,9.691
4bae49676d1f8ca3.pkl,4.493,0.0,2.246
b8b239f4e612b58.pkl,5.757,8.633,7.195
e8dd56624786f51a.pkl,14.801,103.64,59.221
f5d3b6c69504f364.pkl,12.855,44.411,28.633
3433820bbe86455d.pkl,12.228,70.186,41.207
b1c14d37bf9b77a2.pkl,6.799,17.915,12.357
8f3ab65cdd8f9e09.pkl,5.555,7.738,6.647
249c9c29d9208774.pkl,14.296,61.038,37.667
179359c3a28d98bc.pkl,12.635,17.811,15.223
fff7545ac75c2def.pkl,10.081,23.37,16.726
863132c2dae06e9f.pkl,10.053,29.349,19.701
d870e79bfc2394e1.pkl,1.43,9.002,5.216
a0e342891d1f4777.pkl,7.265,57.515,32.39
f0f399e7d5c631c4.pkl,8.593,14.461,11.527
f63d9f9420afd101.pkl,9.954,6.896,8.425
94e877dc72e8f5df.pkl,6.538,22.093,14.315
4d4efc3dcf2f4b01.pkl,3.375,16.69,10.032
71357f9cec7a9f48.pkl,28.022,56.821,42.421
5d4c54f6f1f7f149.pkl,7.626,7.723,7.674
8f92491b7d93119f.pkl,2.071,5.015,3.543
c23312b6b7706514.pkl,6.559,19.432,12.995
5f3d29dd2c110694.pkl,2.032,1.547,1.79
507a8af43cef4660.pkl,7.265,33.871,20.568
d437f1ebfd85677e.pkl,7.101,20.01,13.555
4ab60ce814ce0f64.pkl,3.113,3.938,3.526
a1d0cde1df178769.pkl,11.81,55.748,33.779
347766e7d811c4.pkl,19.573,23.05,21.311
4258e44ca54ee649.pkl,10.163,51.673,30.918
f50f51bf5f31c83e.pkl,8.013,38.266,23.14
67e8ccc59d07bbee.pkl,2.95,15.728,9.339
ea3a8f1e7eb7328f.pkl,2.705,4.4,3.553
f39e7c4bc94d0d2d.pkl,5.212,8.483,6.848
886997526e58cf46.pkl,10.324,38.93,24.627
8d725da474465b33.pkl,5.613,2.73,4.171
e6b55766cffcc15e.pkl,9.66,30.317,19.988
844a0d6f332de026.pkl,11.651,33.421,22.536
f037ddd253953e8.pkl,11.339,63.246,37.292
713ee206aca33986.pkl,6.325,14.789,10.557
b7facea334042109.pkl,13.867,53.559,33.713
746052016276b682.pkl,14.306,53.641,33.973
4ccf1cacdb333743.pkl,2.753,8.789,5.771
9b047732257e5ea8.pkl,3.503,3.161,3.332
21462acffd46cd90.pkl,9.679,49.925,29.802
d1781f26c7eb5e6e.pkl,11.047,30.458,20.753
bce8a483eec06272.pkl,13.812,48.339,31.075
dda38109d514b4.pkl,11.967,45.525,28.746
fcd2374dcc0f2274.pkl,26.898,90.211,58.554
ad48d3d62a19bc0b.pkl,12.377,75.092,43.734
c4b81a32fcf49433.pkl,5.276,11.487,8.382
a83d5b87c8ad83ff.pkl,9.831,18.671,14.251
9a855889b2c93472.pkl,8.908,11.365,10.136
f20919b309fd2167.pkl,3.191,18.344,10.768
dc00227011dba1a3.pkl,6.578,29.166,17.872
4ef02c665f3a49d4.pkl,7.875,12.0,9.937
e9f8191c3a6d6238.pkl,17.803,86.773,52.288
11917dcd1a99738d.pkl,11.237,38.306,24.771
783041c5fbfc98e8.pkl,7.0,16.349,11.675
91577f9978317fd4.pkl,17.929,32.105,25.017
d60aa6a6f946d656.pkl,37.004,52.843,44.923
db490572ec4bfc90.pkl,11.554,30.437,20.996
740c2efab274694f.pkl,9.067,25.228,17.148
b5889e22b91ee57e.pkl,8.749,28.054,18.402
2234e35388abbb88.pkl,6.86,22.269,14.564
2d7fcfdd19e53ede.pkl,2.682,10.775,6.728
ed0d1ef8e5cbc040.pkl,15.241,31.573,23.407
12413d91ffa95516.pkl,8.857,88.969,48.913
bf2b6efe5ac26020.pkl,8.965,25.311,17.138
d57b810ee86e0dd3.pkl,8.79,18.16,13.475
f6590aab1f9794e6.pkl,3.892,10.526,7.209
cb6f3ea7d77ac47.pkl,11.435,17.671,14.553
baccdeb7e311cd7a.pkl,12.304,90.415,51.36
cc0924eec1e3e72e.pkl,9.613,37.986,23.799
c8e2237918d7443d.pkl,5.626,10.171,7.898
eaee1c8da4152763.pkl,9.089,11.379,10.234
1618e1218755e6ea.pkl,7.066,25.426,16.246
2394af68dec6a381.pkl,7.843,31.395,19.619
6c2f9d51b11e5433.pkl,8.416,16.486,12.451
f212fb484e2a15ed.pkl,13.744,35.901,24.822
4f1b30ffcc56687f.pkl,2.908,11.122,7.015
1bf5e45a1600c2fb.pkl,6.582,6.737,6.66
effbeb0f1b52445c.pkl,2.288,13.725,8.007
50895f055d671eaa.pkl,16.712,63.33,40.021
